"","sign_p.value","effect_size","p.adjust","enrich","tax","group","enrich2"
"WuH_2017_Placebo_D60.GGB2653_SGB3574",0.0936033730440888,0.396,0.927059474400858,"none","GGB2653_SGB3574","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB2848_SGB3813",0.420426473583741,0.19,0.982627294725416,"none","GGB2848_SGB3813","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB2982_SGB3964",0.47239920501692,0.169,0.982627294725416,"none","GGB2982_SGB3964","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB2998_SGB3988",0.0156470938633475,0.57,0.848728510154877,"none","GGB2998_SGB3988","WuH_2017_Placebo_D60","P<=0.05"
"WuH_2017_Placebo_D60.GGB3109_SGB4119",0.0853889979188296,0.405,0.927059474400858,"none","GGB3109_SGB4119","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB3256_SGB4303",0.878850758641578,-0.0358,0.982627294725416,"none","GGB3256_SGB4303","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB3304_SGB4367",0.184083693549642,-0.313,0.927059474400858,"none","GGB3304_SGB4367","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB3321_SGB4394",0.616491410993632,0.118,0.982627294725416,"none","GGB3321_SGB4394","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB33469_SGB15236",0.132971313328866,0.354,0.927059474400858,"none","GGB33469_SGB15236","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB3363_SGB4447",0.327143874549892,0.231,0.982627294725416,"none","GGB3363_SGB4447","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB3363_SGB4448",0.198884731532364,0.302,0.927059474400858,"none","GGB3363_SGB4448","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB33928_SGB15225",0.647470712937344,0.108,0.982627294725416,"none","GGB33928_SGB15225","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB35068_SGB47850",0.913300930669209,0.0257,0.982627294725416,"none","GGB35068_SGB47850","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB3570_SGB4777",0.527726619865996,0.149,0.982627294725416,"none","GGB3570_SGB4777","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB3619_SGB4894",0.231059229953453,-0.283,0.967769818210839,"none","GGB3619_SGB4894","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB3653_SGB4964",0.947914813009696,-0.0154,0.982627294725416,"none","GGB3653_SGB4964","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB3746_SGB5089",0.499656379643342,0.159,0.982627294725416,"none","GGB3746_SGB5089","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB3815_SGB5180",0.679073041494648,0.0976,0.982627294725416,"none","GGB3815_SGB5180","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB3819_SGB5184",0.0936033730440888,0.396,0.927059474400858,"none","GGB3819_SGB5184","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB3828_SGB5197",0.231059229953453,0.283,0.967769818210839,"none","GGB3828_SGB5197","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB51441_SGB71759",0.711249850531259,0.0872,0.982627294725416,"none","GGB51441_SGB71759","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB51647_SGB4348",0.556579412521181,-0.139,0.982627294725416,"none","GGB51647_SGB4348","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB52130_SGB14966",0.47239920501692,0.169,0.982627294725416,"none","GGB52130_SGB14966","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB55957_SGB77276",0.327143874549892,0.231,0.982627294725416,"none","GGB55957_SGB77276","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB58233_SGB79883",0.586180387307524,0.128,0.982627294725416,"none","GGB58233_SGB79883","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB79734_SGB15291",0.395752246657753,-0.2,0.982627294725416,"none","GGB79734_SGB15291","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB80011_SGB15265",0.0122747561745615,0.589,0.848728510154877,"none","GGB80011_SGB15265","WuH_2017_Placebo_D60","P<=0.05"
"WuH_2017_Placebo_D60.GGB9237_SGB14179",0.327143874549892,0.231,0.982627294725416,"none","GGB9237_SGB14179","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9342_SGB14306",0.586180387307524,0.128,0.982627294725416,"none","GGB9342_SGB14306","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9512_SGB14909",0.777117573288023,-0.0667,0.982627294725416,"none","GGB9512_SGB14909","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9534_SGB14937",0.214537364720507,0.292,0.953866129295794,"none","GGB9534_SGB14937","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9561_SGB14972",0.445981689176992,0.18,0.982627294725416,"none","GGB9561_SGB14972","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9602_SGB15031",0.679073041494648,0.0976,0.982627294725416,"none","GGB9602_SGB15031","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9614_SGB15049",0.184083693549642,-0.313,0.927059474400858,"none","GGB9614_SGB15049","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9616_SGB15051",0.844628481071296,0.0462,0.982627294725416,"none","GGB9616_SGB15051","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9616_SGB15052",0.913300930669209,0.0257,0.982627294725416,"none","GGB9616_SGB15052","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9619_SGB15066",0.231059229953453,0.283,0.967769818210839,"none","GGB9619_SGB15066","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9619_SGB15067",0.913300930669209,0.0257,0.982627294725416,"none","GGB9619_SGB15067","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9627_SGB15081",0.184083693549642,0.313,0.927059474400858,"none","GGB9627_SGB15081","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9699_SGB15216",0.810696996859772,0.0566,0.982627294725416,"none","GGB9699_SGB15216","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9707_SGB15229",0.810696996859772,-0.0566,0.982627294725416,"none","GGB9707_SGB15229","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9708_SGB15234",0.844628481071296,0.0462,0.982627294725416,"none","GGB9708_SGB15234","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9713_SGB15249",0.947914813009696,-0.0154,0.982627294725416,"none","GGB9713_SGB15249","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9758_SGB15368",0.777117573288023,0.0667,0.982627294725416,"none","GGB9758_SGB15368","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9760_SGB15373",0.248465558455862,0.271,0.982627294725416,"none","GGB9760_SGB15373","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.GGB9760_SGB15374",0.647470712937344,-0.108,0.982627294725416,"none","GGB9760_SGB15374","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Gordonibacter_pamelaeae",0.349101944642724,0.221,0.982627294725416,"none","Gordonibacter_pamelaeae","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Granulicatella_SGB8255",0.198884731532364,0.302,0.927059474400858,"none","Granulicatella_SGB8255","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Haemophilus_parainfluenzae",0.17011443450093,0.323,0.927059474400858,"none","Haemophilus_parainfluenzae","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Holdemania_filiformis",0.810696996859772,0.0566,0.982627294725416,"none","Holdemania_filiformis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Holdemania_massiliensis",0.144582472032587,0.344,0.927059474400858,"none","Holdemania_massiliensis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Hungatella_hathewayi",0.499656379643342,0.159,0.982627294725416,"none","Hungatella_hathewayi","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Hydrogenoanaerobacterium_saccharovorans",0.878850758641578,-0.0358,0.982627294725416,"none","Hydrogenoanaerobacterium_saccharovorans","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Intestinibacter_bartlettii",0.878850758641578,0.0358,0.982627294725416,"none","Intestinibacter_bartlettii","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Intestinimonas_butyriciproducens",0.499656379643342,0.159,0.982627294725416,"none","Intestinimonas_butyriciproducens","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Klebsiella_pneumoniae",0.122095481341332,0.365,0.927059474400858,"none","Klebsiella_pneumoniae","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Lachnospira_eligens",0.556579412521181,-0.139,0.982627294725416,"none","Lachnospira_eligens","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Lachnospira_pectinoschiza",0.586180387307524,-0.128,0.982627294725416,"none","Lachnospira_pectinoschiza","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Lachnospira_sp_NSJ_43",0.47239920501692,-0.169,0.982627294725416,"none","Lachnospira_sp_NSJ_43","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Lachnospiraceae_bacterium",0.420426473583741,0.19,0.982627294725416,"none","Lachnospiraceae_bacterium","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Lachnospiraceae_bacterium_AM48_27BH",0.878850758641578,-0.0358,0.982627294725416,"none","Lachnospiraceae_bacterium_AM48_27BH","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Lachnospiraceae_bacterium_BX3",0.285979190664057,0.252,0.982627294725416,"none","Lachnospiraceae_bacterium_BX3","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Lachnospiraceae_bacterium_Marseille_Q4251",0.711249850531259,-0.0872,0.982627294725416,"none","Lachnospiraceae_bacterium_Marseille_Q4251","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Lachnospiraceae_bacterium_NSJ_29",0.711249850531259,0.0872,0.982627294725416,"none","Lachnospiraceae_bacterium_NSJ_29","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Lachnotalea_sp_AF33_28",0.47239920501692,0.169,0.982627294725416,"none","Lachnotalea_sp_AF33_28","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Lacrimispora_amygdalina",0.743949514887014,-0.0771,0.982627294725416,"none","Lacrimispora_amygdalina","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Lacrimispora_celerecrescens",0.0853889979188296,0.405,0.927059474400858,"none","Lacrimispora_celerecrescens","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Lawsonibacter_asaccharolyticus",0.647470712937344,0.108,0.982627294725416,"none","Lawsonibacter_asaccharolyticus","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Mediterraneibacter_butyricigenes",0.47239920501692,-0.169,0.982627294725416,"none","Mediterraneibacter_butyricigenes","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Mediterraneibacter_glycyrrhizinilyticus",0.0936033730440888,0.396,0.927059474400858,"none","Mediterraneibacter_glycyrrhizinilyticus","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Megamonas_funiformis",0.306102994364681,0.24,0.982627294725416,"none","Megamonas_funiformis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Mesosutterella_multiformis",0.327143874549892,0.231,0.982627294725416,"none","Mesosutterella_multiformis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Negativibacillus_massiliensis",0.214537364720507,0.292,0.953866129295794,"none","Negativibacillus_massiliensis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Neobittarella_massiliensis",0.679073041494648,0.0976,0.982627294725416,"none","Neobittarella_massiliensis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Nitrosopumilus_SGB14899",0.184083693549642,0.313,0.927059474400858,"none","Nitrosopumilus_SGB14899","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Odoribacter_splanchnicus",0.327143874549892,-0.231,0.982627294725416,"none","Odoribacter_splanchnicus","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Oscillibacter_sp_ER4",0.499656379643342,-0.159,0.982627294725416,"none","Oscillibacter_sp_ER4","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Oscillospiraceae_bacterium_Marseille_Q3528",0.111927708119024,0.375,0.927059474400858,"none","Oscillospiraceae_bacterium_Marseille_Q3528","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Parabacteroides_distasonis",0.420426473583741,0.19,0.982627294725416,"none","Parabacteroides_distasonis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Parabacteroides_faecis",0.327143874549892,0.231,0.982627294725416,"none","Parabacteroides_faecis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Parabacteroides_goldsteinii",0.947914813009696,-0.0154,0.982627294725416,"none","Parabacteroides_goldsteinii","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Parabacteroides_gordonii",0.844628481071296,-0.0462,0.982627294725416,"none","Parabacteroides_gordonii","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Parabacteroides_johnsonii",0.122095481341332,0.365,0.927059474400858,"none","Parabacteroides_johnsonii","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Parabacteroides_merdae",0.395752246657753,0.2,0.982627294725416,"none","Parabacteroides_merdae","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Paraprevotella_clara",0.527726619865996,-0.149,0.982627294725416,"none","Paraprevotella_clara","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Parasutterella_excrementihominis",0.947914813009696,0.0154,0.982627294725416,"none","Parasutterella_excrementihominis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Parasutterella_SGB9260",0.743949514887014,-0.0771,0.982627294725416,"none","Parasutterella_SGB9260","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Phascolarctobacterium_faecium",0.982627294725416,-0.00514,0.982627294725416,"none","Phascolarctobacterium_faecium","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Phocaeicola_coprocola",0.586180387307524,0.128,0.982627294725416,"none","Phocaeicola_coprocola","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Phocaeicola_dorei",0.556579412521181,0.139,0.982627294725416,"none","Phocaeicola_dorei","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Phocaeicola_massiliensis",0.810696996859772,0.0566,0.982627294725416,"none","Phocaeicola_massiliensis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Phocaeicola_plebeius",0.679073041494648,0.0976,0.982627294725416,"none","Phocaeicola_plebeius","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Phocaeicola_sartorii",0.122095481341332,0.365,0.927059474400858,"none","Phocaeicola_sartorii","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Phocaeicola_vulgatus",0.878850758641578,-0.0358,0.982627294725416,"none","Phocaeicola_vulgatus","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Phocea_massiliensis",0.327143874549892,0.231,0.982627294725416,"none","Phocea_massiliensis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Prevotella_copri_clade_A",0.586180387307524,0.128,0.982627294725416,"none","Prevotella_copri_clade_A","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Prevotella_copri_clade_C",0.306102994364681,0.24,0.982627294725416,"none","Prevotella_copri_clade_C","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Pseudoflavonifractor_gallinarum",0.184083693549642,0.313,0.927059474400858,"none","Pseudoflavonifractor_gallinarum","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Rheinheimera_SGB14999",0.0385797037005942,0.488,0.927059474400858,"none","Rheinheimera_SGB14999","WuH_2017_Placebo_D60","P<=0.05"
"WuH_2017_Placebo_D60.Romboutsia_timonensis",0.184083693549642,0.313,0.927059474400858,"none","Romboutsia_timonensis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Roseburia_faecis",0.395752246657753,-0.2,0.982627294725416,"none","Roseburia_faecis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Roseburia_hominis",0.198884731532364,0.302,0.927059474400858,"none","Roseburia_hominis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Roseburia_intestinalis",0.844628481071296,0.0462,0.982627294725416,"none","Roseburia_intestinalis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Roseburia_inulinivorans",0.647470712937344,-0.108,0.982627294725416,"none","Roseburia_inulinivorans","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Roseburia_sp_AF02_12",0.306102994364681,-0.24,0.982627294725416,"none","Roseburia_sp_AF02_12","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Roseburia_sp_AM16_25",0.184083693549642,0.313,0.927059474400858,"none","Roseburia_sp_AM16_25","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Rothia_mucilaginosa",0.982627294725416,0.00514,0.982627294725416,"none","Rothia_mucilaginosa","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Ruminococcaceae_bacterium_AM28_23LB",0.878850758641578,0.0358,0.982627294725416,"none","Ruminococcaceae_bacterium_AM28_23LB","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Ruminococcus_bicirculans",0.947914813009696,-0.0154,0.982627294725416,"none","Ruminococcus_bicirculans","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Ruminococcus_bromii",0.214537364720507,0.292,0.953866129295794,"none","Ruminococcus_bromii","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Ruminococcus_callidus",0.0936033730440888,-0.396,0.927059474400858,"none","Ruminococcus_callidus","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Ruminococcus_gnavus",0.111927708119024,0.375,0.927059474400858,"none","Ruminococcus_gnavus","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Ruminococcus_lactaris",0.777117573288023,0.0667,0.982627294725416,"none","Ruminococcus_lactaris","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Ruminococcus_SGB4421",0.47239920501692,0.169,0.982627294725416,"none","Ruminococcus_SGB4421","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Ruminococcus_sp_AF13_28",0.349101944642724,0.221,0.982627294725416,"none","Ruminococcus_sp_AF13_28","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Ruminococcus_sp_BSD2780120874_150323_B10",0.47239920501692,0.169,0.982627294725416,"none","Ruminococcus_sp_BSD2780120874_150323_B10","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Ruminococcus_sp_NSJ_13",0.231059229953453,0.283,0.967769818210839,"none","Ruminococcus_sp_NSJ_13","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Ruminococcus_torques",0.616491410993632,0.118,0.982627294725416,"none","Ruminococcus_torques","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Ruthenibacterium_lactatiformans",0.982627294725416,0.00514,0.982627294725416,"none","Ruthenibacterium_lactatiformans","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Streptococcus_australis",0.982627294725416,0.00514,0.982627294725416,"none","Streptococcus_australis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Streptococcus_gordonii",0.102439905406451,0.384,0.927059474400858,"none","Streptococcus_gordonii","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Streptococcus_mitis",0.616491410993632,-0.118,0.982627294725416,"none","Streptococcus_mitis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Streptococcus_parasanguinis",0.0581665689845036,-0.445,0.927059474400858,"none","Streptococcus_parasanguinis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Streptococcus_rubneri",0.122095481341332,0.365,0.927059474400858,"none","Streptococcus_rubneri","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Streptococcus_salivarius",0.527726619865996,-0.149,0.982627294725416,"none","Streptococcus_salivarius","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Streptococcus_SGB14888",0.777117573288023,-0.0667,0.982627294725416,"none","Streptococcus_SGB14888","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Streptococcus_vestibularis",0.395752246657753,-0.2,0.982627294725416,"none","Streptococcus_vestibularis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Sutterella_wadsworthensis",0.0526243418553509,0.457,0.927059474400858,"none","Sutterella_wadsworthensis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.TM7_phylum_sp_oral_taxon_348",0.327143874549892,0.231,0.982627294725416,"none","TM7_phylum_sp_oral_taxon_348","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.TM7_phylum_sp_oral_taxon_352",0.743949514887014,0.0771,0.982627294725416,"none","TM7_phylum_sp_oral_taxon_352","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Turicibacter_bilis",0.844628481071296,-0.0462,0.982627294725416,"none","Turicibacter_bilis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Tyzzerella_nexilis",0.586180387307524,0.128,0.982627294725416,"none","Tyzzerella_nexilis","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Veillonella_atypica",0.327143874549892,0.231,0.982627294725416,"none","Veillonella_atypica","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Veillonella_dispar",0.616491410993632,-0.118,0.982627294725416,"none","Veillonella_dispar","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Veillonella_parvula",0.184083693549642,0.313,0.927059474400858,"none","Veillonella_parvula","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Veillonella_rogosae",0.122095481341332,0.365,0.927059474400858,"none","Veillonella_rogosae","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Vescimonas_coprocola",0.982627294725416,0.00514,0.982627294725416,"none","Vescimonas_coprocola","WuH_2017_Placebo_D60","None"
"WuH_2017_Placebo_D60.Waltera_intestinalis",0.395752246657753,0.2,0.982627294725416,"none","Waltera_intestinalis","WuH_2017_Placebo_D60","None"
"YangFM_2021_Metformin_D90.Actinomyces_sp_ICM47",0.439819776400647,-0.113,0.734599216329869,"none","Actinomyces_sp_ICM47","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Adlercreutzia_equolifaciens",0.56055406566126,-0.0849,0.814070979779418,"none","Adlercreutzia_equolifaciens","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Agathobaculum_butyriciproducens",0.257512120408744,-0.165,0.581414084360368,"none","Agathobaculum_butyriciproducens","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Akkermansia_muciniphila",0.734889173976898,0.0494,0.884929046997182,"none","Akkermansia_muciniphila","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Alistipes_communis",0.409139779461676,-0.12,0.699653232333871,"none","Alistipes_communis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Alistipes_finegoldii",0.275729730759118,-0.159,0.59588884330239,"none","Alistipes_finegoldii","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Alistipes_ihumii",0.235937678315564,0.174,0.554357634416245,"none","Alistipes_ihumii","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Alistipes_indistinctus",0.0300566882529722,-0.317,0.170321233433509,"none","Alistipes_indistinctus","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Alistipes_onderdonkii",0.000295631358198311,-0.528,0.0170874925038624,"D90","Alistipes_onderdonkii","YangFM_2021_Metformin_D90","q<=0.05"
"YangFM_2021_Metformin_D90.Alistipes_putredinis",0.044366650685939,-0.293,0.221068311176489,"none","Alistipes_putredinis","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Alistipes_senegalensis",0.415171789947862,-0.119,0.705792042911365,"none","Alistipes_senegalensis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Alistipes_shahii",0.532399485011441,0.091,0.789043339324648,"none","Alistipes_shahii","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Alistipes_sp_AF17_16",0.574896790358972,-0.0818,0.818449125190852,"none","Alistipes_sp_AF17_16","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Allisonella_histaminiformans",0.949373971225811,-0.00926,0.979889563158069,"none","Allisonella_histaminiformans","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Anaerobutyricum_hallii",0.687594219928981,-0.0586,0.871555831401208,"none","Anaerobutyricum_hallii","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Anaerobutyricum_soehngenii",0.511763747822109,-0.0957,0.770311057919737,"none","Anaerobutyricum_soehngenii","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Anaerosacchariphilus_sp_NSJ_68",0.0361472266175234,-0.306,0.189937245317532,"none","Anaerosacchariphilus_sp_NSJ_68","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Anaerostipes_hadrus",0.340897057517562,0.139,0.656794997483836,"none","Anaerostipes_hadrus","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Anaerotignum_faecicola",0.248723555129959,-0.168,0.570484979623477,"none","Anaerotignum_faecicola","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Anaerotruncus_colihominis",0.403160226269306,-0.122,0.699653232333871,"none","Anaerotruncus_colihominis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Anaerotruncus_rubiinfantis",0.711102685309128,0.054,0.880472349950305,"none","Anaerotruncus_rubiinfantis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Bacteroides_caccae",0.00129549324037064,-0.47,0.0287998112667011,"D90","Bacteroides_caccae","YangFM_2021_Metformin_D90","q<=0.05"
"YangFM_2021_Metformin_D90.Bacteroides_cellulosilyticus",0.0771913071616786,-0.258,0.314201236193312,"none","Bacteroides_cellulosilyticus","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Bacteroides_clarus",0.452452112479989,-0.11,0.734599216329869,"none","Bacteroides_clarus","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Bacteroides_eggerthii",0.567703745548019,-0.0833,0.816250659021779,"none","Bacteroides_eggerthii","YangFM_2021_Metformin_D90","None"
